Epoch;TotalLivingAnimals;TotalDeadAnimals;TotalPlants;MeanEnergy;MeanLifespan;MeanChildrenCount;DominatingGenome
425;77;617;47;32.35;57.72;2.69;00001111111112333333333444456777
426;74;621;48;33.23;58.69;2.62;00001111111112333333333444456777
427;75;622;48;32.88;58.61;2.63;00000000011111122233333345566777
428;75;623;48;32.97;58.52;2.65;00000000011111122233333345566777
429;74;625;50;32.45;59.23;2.58;00000000011111122233333345566777
430;70;630;52;33.31;60.03;2.40;00000000011111122233333345566777
431;69;631;53;33.38;59.92;2.43;00000000011111122233333345566777
432;65;636;54;35.06;60.42;2.57;00000000011111122233333345566777
433;62;639;52;38.34;60.70;2.53;00000000011111122233333345566777
434;60;641;53;39.28;60.67;2.52;00000000011111122233333345566777
