Epoch;TotalLivingAnimals;TotalDeadAnimals;TotalPlants;MeanEnergy;MeanLifespan;MeanChildrenCount;DominatingGenome
429;116;601;71;43.34;55.56;2.28;00111111111233333345555555566667
430;121;602;72;40.97;55.47;2.27;00111111111233333345555555566667
431;121;604;71;40.98;55.46;2.26;00111111111233333345555555566667
432;124;607;71;39.69;55.64;2.23;00111111111233333345555555566667
433;122;611;70;40.36;55.94;2.20;00111111111233333345555555566667
434;127;612;70;38.46;55.87;2.19;00111111111233333345555555566667
435;127;614;72;37.48;55.89;2.20;00111111111233333345555555566667
436;130;616;72;36.28;55.95;2.21;00111111111233333345555555566667
437;134;616;73;34.52;55.82;2.20;00111111111233333345555555566667
438;135;618;73;33.90;55.87;2.22;00111111111233333345555555566667
439;133;622;72;34.34;55.96;2.23;00111111111233333345555555566667
440;129;627;71;35.35;56.04;2.29;00111111111233333345555555566667
441;129;628;73;34.36;55.93;2.29;00111111111233333345555555566667
442;125;635;73;35.12;56.54;2.31;00000112223444455555555555566667
443;126;637;73;34.50;56.47;2.34;00000112223444455555555555566667
444;126;641;71;34.82;56.50;2.39;00000112223444455555555555566667
445;123;645;69;35.98;56.55;2.42;00000112223444455555555555566667
446;114;655;69;38.53;56.86;2.51;00000112223444455555555555566667
447;111;660;67;40.03;57.39;2.54;00000112223444455555555555566667
448;107;664;68;40.90;57.48;2.58;00000112223444455555555555566667
449;100;671;67;43.96;58.20;2.50;00000112223444455555555555566667
450;102;672;68;42.52;58.16;2.46;00000112223444455555555555566667
451;98;676;68;44.07;58.17;2.53;00000112223444455555555555566667
452;97;678;70;43.54;58.74;2.51;00000112223444455555555555566667
453;97;680;68;44.22;58.69;2.55;00000112223444455555555555566667
454;95;683;69;44.58;58.73;2.55;00000112223444455555555555566667
455;93;687;67;46.29;58.94;2.55;00000112223444455555555555566667
456;93;688;66;46.59;58.88;2.56;00000112223444455555555555566667
457;90;693;67;47.63;59.36;2.54;00000112223444455555555555566667
458;89;695;69;47.18;59.62;2.56;00111111111233333345555555566667
459;88;700;68;48.13;59.95;2.65;00111111111233333345555555566667
460;86;704;68;49.21;60.07;2.70;00111111111233333345555555566667
461;84;706;68;50.33;60.11;2.75;00111111111233333345555555566667
462;84;706;65;51.71;59.98;2.75;00111111111233333345555555566667
463;84;706;65;51.67;59.85;2.75;00111111111233333345555555566667
464;82;708;64;53.39;59.94;2.72;00111111111233333345555555566667
465;80;711;65;54.25;60.65;2.49;00111111111233333345555555566667
466;79;712;65;54.95;60.60;2.49;00111111111233333345555555566667
467;78;714;65;55.71;60.66;2.47;00111111111233333345555555566667
468;79;714;63;56.04;60.53;2.47;00111111111233333345555555566667
469;81;715;63;54.69;61.16;2.37;00111111111233333345555555566667
470;82;718;64;53.59;61.20;2.39;00111111111233333345555555566667
471;86;718;63;51.55;61.07;2.37;00111111111233333345555555566667
472;84;720;65;51.77;60.99;2.43;00111111111233333345555555566667
473;86;721;67;49.63;61.52;2.29;00111111111233333345555555566667
474;90;722;69;46.50;61.44;2.30;00111111111233333345555555566667
475;92;722;70;44.95;61.31;2.29;00111111111233333345555555566667
476;93;724;67;45.67;61.32;2.27;00111111111233333345555555566667
477;94;726;66;45.50;61.22;2.30;00111111111233333345555555566667
478;96;727;68;43.59;61.22;2.25;00111111111233333345555555566667
479;98;727;68;42.54;61.09;2.24;00111111111233333345555555566667
480;93;733;69;44.28;61.16;2.32;00111111111233333345555555566667
481;94;733;70;43.26;61.03;2.32;00111111111233333345555555566667
482;92;737;70;44.11;61.26;2.33;00111111111233333345555555566667
483;93;739;70;43.54;61.26;2.31;00111111111233333345555555566667
484;90;743;68;45.78;61.55;2.26;00111111111233333345555555566667
485;88;745;68;46.73;61.47;2.27;00111111111233333345555555566667
486;85;750;67;48.81;61.64;2.31;00111111111233333345555555566667
487;83;752;69;48.99;61.57;2.35;00111111111233333345555555566667
488;82;753;70;49.07;61.47;2.37;00111111111233333345555555566667
489;82;753;69;49.54;61.34;2.37;00111111111233333345555555566667
490;79;756;66;52.95;61.51;2.38;00111111111233333345555555566667
491;77;759;65;54.91;61.75;2.39;00111111111233333345555555566667
492;76;760;64;56.21;61.65;2.42;00111111111233333345555555566667
493;77;760;65;55.01;61.53;2.42;00111111111233333345555555566667
494;78;760;63;55.38;61.40;2.41;00111111111233333345555555566667
495;80;760;65;53.03;61.28;2.40;00111111111233333345555555566667
496;75;765;66;56.09;61.66;2.45;00111111111233333345555555566667
497;74;767;68;55.86;61.86;2.41;00111111111233333345555555566667
498;73;769;69;56.21;61.83;2.45;00111111111233333345555555566667
499;73;771;68;56.88;62.02;2.33;00111111111233333345555555566667
500;73;773;69;56.45;62.27;2.23;00111111111233333345555555566667
501;75;774;69;55.08;62.34;2.21;00111111111233333345555555566667
502;77;774;70;53.22;62.21;2.21;00111111111233333345555555566667
503;78;776;69;53.13;62.78;2.14;00111111111233333345555555566667
504;81;776;69;51.20;62.65;2.14;00111111111233333345555555566667
505;82;777;69;50.59;62.65;2.15;00111111111233333345555555566667
506;83;779;70;49.52;62.59;2.18;00111111111233333345555555566667
507;82;780;71;49.61;62.53;2.20;00111111111233333345555555566667
508;81;781;68;51.69;62.51;2.20;00111111111233333345555555566667
509;81;782;69;51.21;62.49;2.20;00111111111233333345555555566667
510;78;785;69;53.21;62.63;2.23;00111111111233333345555555566667
511;79;786;69;52.58;62.53;2.23;00111111111233333345555555566667
512;79;787;69;52.61;62.42;2.25;00111111111233333345555555566667
513;78;790;68;53.85;63.85;2.14;00111111111233333345555555566667
514;78;791;68;53.88;63.95;2.15;00111111111233333345555555566667
515;78;791;70;52.88;63.83;2.15;00111111111233333345555555566667
516;73;796;70;56.60;64.63;2.11;00111111111233333345555555566667
517;73;797;67;58.37;64.53;2.12;00111111111233333345555555566667
518;72;799;68;58.19;64.45;2.15;00111111111233333345555555566667
519;69;802;68;60.88;64.81;2.14;00111111111233333345555555566667
520;69;803;65;62.81;64.72;2.17;00111111111233333345555555566667
521;66;806;66;65.27;64.66;2.26;00111111111233333345555555566667
522;66;807;66;65.50;64.61;2.27;00111111111233333345555555566667
523;68;807;64;64.97;64.49;2.26;00111111111233333345555555566667
524;70;807;65;62.73;64.36;2.26;00111111111233333345555555566667
525;69;808;64;64.38;64.71;2.09;00111111111233333345555555566667
526;68;810;62;66.69;64.96;2.04;00111111111233333345555555566667
527;68;811;62;66.90;64.92;2.03;00111111111233333345555555566667
528;68;811;62;67.07;64.80;2.03;00111111111233333345555555566667
529;68;811;61;67.84;64.68;2.03;00111111111233333345555555566667
530;67;813;63;67.87;64.81;2.01;00001111222234455555555555556667
531;67;814;63;68.09;64.73;2.04;00001111222234455555555555556667
532;69;814;65;65.14;64.60;2.04;00001111222234455555555555556667
533;70;814;66;63.80;64.48;2.04;00001111222234455555555555556667
534;69;815;65;65.46;64.38;2.07;00001111222234455555555555556667
535;69;815;65;65.62;64.26;2.07;00001111222234455555555555556667
536;67;817;65;67.78;64.49;2.04;00001111222234455555555555556667
537;67;817;65;67.97;64.37;2.04;00001111222234455555555555556667
538;66;819;64;69.83;64.52;2.05;00001111222234455555555555556667
539;65;820;64;71.14;64.43;2.05;00001111222234455555555555556667
540;68;820;63;68.84;64.31;2.04;00001111222234455555555555556667
541;68;823;62;69.68;64.48;2.07;00001111222234455555555555556667
542;68;824;64;68.69;64.44;2.04;00001111222234455555555555556667
543;67;825;64;69.91;64.34;2.06;00001111222234455555555555556667
544;67;826;66;68.93;64.26;2.09;00001111222234455555555555556667
545;68;827;68;66.94;64.20;2.12;00001111222234455555555555556667
546;68;828;67;67.74;64.12;2.12;00001111222234455555555555556667
547;68;828;68;67.32;64.01;2.12;00001111222234455555555555556667
548;67;830;69;67.34;64.09;2.10;00001111222234455555555555556667
549;66;832;69;68.61;64.10;2.08;00001111222234455555555555556667
550;68;832;71;65.63;63.99;2.07;00001111222234455555555555556667
551;69;833;70;65.48;63.92;2.10;00001111222234455555555555556667
552;69;835;70;65.68;64.05;2.12;00001111222234455555555555556667
553;71;835;70;63.99;63.94;2.11;00001111222234455555555555556667
554;73;835;67;64.01;63.82;2.11;00001111222234455555555555556667
555;75;836;68;61.88;64.36;2.04;00001111222234455555555555556667
556;77;836;70;59.30;64.25;2.04;00001111222234455555555555556667
557;79;836;71;57.34;64.13;2.04;00001111222234455555555555556667
558;77;839;72;58.36;64.08;2.08;00001111222234455555555555556667
559;77;841;71;58.96;64.03;2.10;00111111111111112222234556666667
560;79;841;70;58.03;63.92;2.10;00111111111111112222234556666667
561;78;842;71;58.28;63.82;2.10;00111111111111112222234556666667
562;77;843;69;60.12;63.72;2.10;00111111111111112222234556666667
563;76;844;70;60.43;63.62;2.12;00111111111111112222234556666667
564;75;845;71;60.77;63.53;2.15;00111111111111112222234556666667
565;74;847;70;62.23;63.54;2.19;00111111111111112222234556666667
566;73;849;69;63.75;63.46;2.23;00001111222234455555555555556667
567;70;852;65;68.91;63.63;2.17;00001111222234455555555555556667
568;69;853;65;70.07;63.54;2.20;00001111222234455555555555556667
569;69;853;61;72.55;63.43;2.20;00001111222234455555555555556667
570;66;856;62;75.45;63.39;2.27;00001111222234455555555555556667
571;68;856;61;74.03;63.28;2.26;00001111222234455555555555556667
572;68;857;62;73.65;63.19;2.29;00001111222234455555555555556667
573;67;858;63;74.34;63.13;2.31;00001111222234455555555555556667
574;65;860;63;76.86;63.18;2.35;00001111222234455555555555556667
575;66;861;64;75.35;64.07;2.20;00001111222234455555555555556667
576;66;862;63;76.20;64.16;2.14;00001111222234455555555555556667
577;65;864;64;77.02;64.21;2.15;00001111222234455555555555556667
578;68;864;66;72.68;64.10;2.15;00001111222234455555555555556667
579;67;866;68;72.78;64.28;2.10;00001111222234455555555555556667
580;67;867;68;72.99;64.21;2.13;00001111222234455555555555556667
581;66;868;68;74.30;64.11;2.17;00001111222234455555555555556667
582;66;868;66;75.73;64.00;2.17;00001111222234455555555555556667
583;67;869;67;74.24;63.96;2.13;00001111222234455555555555556667
584;70;870;67;71.30;63.89;2.14;00001111222234455555555555556667
585;72;871;67;69.49;64.05;2.11;00001111222234455555555555556667
586;73;871;68;68.11;63.94;2.11;00001111222234455555555555556667
587;72;872;67;69.72;63.89;2.10;00001111222234455555555555556667
588;76;872;65;67.24;63.78;2.09;00001111222234455555555555556667
589;76;873;66;66.78;64.03;2.09;00001111222234455555555555556667
590;79;874;66;64.33;63.93;2.11;00001111222234455555555555556667
591;82;875;67;61.51;63.84;2.12;00001111222234455555555555556667
592;86;875;67;58.67;63.73;2.12;00001111222234455555555555556667
593;89;876;66;57.10;63.64;2.12;00001111222234455555555555556667
594;91;876;66;55.75;63.53;2.12;00001111222234455555555555556667
595;88;880;64;58.48;63.98;2.15;00001111222234455555555555556667
596;88;882;63;58.86;63.97;2.15;00001111222234455555555555556667
597;90;882;63;57.47;63.87;2.14;00001111222234455555555555556667
598;91;884;65;55.44;63.97;2.13;00001111222234455555555555556667
599;90;885;63;56.83;63.96;2.13;00001111222234455555555555556667
600;94;886;64;53.91;63.87;2.13;00001111222234455555555555556667
601;97;886;63;52.53;63.76;2.12;00001111222234455555555555556667
602;97;887;64;51.95;63.67;2.14;00001111222234455555555555556667
603;97;889;63;52.21;63.67;2.14;00001111222234455555555555556667
604;99;889;62;51.40;63.56;2.14;00111111111233333345555555566667
605;101;890;62;50.22;63.48;2.14;00111111111233333345555555566667
606;101;892;62;50.05;63.57;2.11;00111111111233333345555555566667
607;102;893;61;49.76;63.48;2.13;00111111111233333345555555566667
608;101;895;58;51.26;63.54;2.16;00111111111233333345555555566667
609;96;901;58;53.78;63.75;2.22;00001111222234455555555555556667
610;101;901;58;50.97;63.64;2.21;00111111111233333345555555566667
611;103;903;58;49.81;63.62;2.21;00111111111233333345555555566667
612;105;905;57;49.05;63.54;2.25;00111111111233333345555555566667
613;107;908;54;49.06;64.08;2.12;00111111111233333345555555566667
614;106;910;56;48.53;64.01;2.15;00111111111233333345555555566667
615;107;911;55;48.21;63.92;2.17;00111111111233333345555555566667
616;107;913;56;47.62;63.87;2.19;00111111111233333345555555566667
617;112;915;53;46.36;63.84;2.19;00111111111233333345555555566667
618;113;918;52;46.05;63.85;2.19;00111111111233333345555555566667
619;113;922;51;46.17;63.84;2.22;00111111111233333345555555566667
620;111;926;50;47.11;63.94;2.23;00111111111233333345555555566667
621;112;927;50;46.42;63.87;2.23;00111111111233333345555555566667
622;112;927;49;46.49;63.77;2.23;00111111111233333345555555566667
623;115;928;51;44.33;63.73;2.23;00111111111233333345555555566667
624;116;929;50;44.00;63.69;2.22;00111111111233333345555555566667
625;115;933;52;43.41;63.73;2.25;00111111111233333345555555566667
626;119;936;50;42.37;64.01;2.25;00000111122222222333445555566667
627;122;937;51;40.69;63.93;2.26;00000111122222222333445555566667
628;126;937;49;39.70;63.83;2.25;00000111122222222333445555566667
629;127;938;51;38.41;63.77;2.26;00000111122222222333445555566667
630;127;942;51;38.09;63.74;2.30;00000111122222222333445555566667
631;126;945;52;37.73;63.69;2.33;00000111122222222333445555566667
632;125;948;51;38.02;63.72;2.35;00000111122222222333445555566667
633;121;953;53;38.30;63.71;2.43;00000111122222222333445555566667
634;115;960;54;39.65;64.14;2.39;00000111122222222333445555566667
635;113;963;55;39.72;64.24;2.41;00000111122222222333445555566667
636;111;969;53;40.92;64.47;2.43;00000111122222222333445555566667
637;109;974;53;41.44;64.83;2.29;00000111122222222333445555566667
638;106;978;54;42.00;65.12;2.28;00000111122222222333445555566667
639;105;981;51;43.32;65.33;2.21;00000111122222222333445555566667
640;105;983;50;43.50;65.31;2.22;00000111122222222333445555566667
641;103;985;52;43.35;65.26;2.24;00000111122222222333445555566667
642;104;985;53;42.33;65.16;2.24;00000111122222222333445555566667
643;104;986;54;41.73;65.12;2.24;00000111122222222333445555566667
644;100;991;54;43.21;65.14;2.28;00000111122222222333445555566667
645;101;992;56;41.81;65.06;2.28;00000111122222222333445555566667
